sector,classe,pressure_avg,pressure_min,pressure_max,pressure_std,pressure_in,pressure_out,delta_p,ilp,volume_loss
SEC_018,SUSPECT,2.896,2.162,3.482,0.266,3.165,2.576,0.589,7.528,0.1296
SEC_008,NORMAL,3.607,3.26,4.004,0.055,3.75,3.481,0.269,5.322,0.0663
SEC_018,SUSPECT,3.143,2.56,3.815,0.3,3.807,2.534,1.273,10.337,0.1373
SEC_014,NORMAL,3.67,3.355,4.062,0.089,3.833,3.495,0.338,0.701,0.0218
SEC_002,NORMAL,4.051,3.476,4.245,0.145,4.012,3.865,0.147,5.646,0.0313
SEC_003,NORMAL,3.824,3.201,4.357,0.128,3.833,3.709,0.125,4.226,0.0787
SEC_013,NORMAL,3.39,2.846,3.721,0.132,3.533,3.262,0.271,1.74,0.0156
SEC_004,NORMAL,2.957,2.58,3.335,0.101,3.065,2.795,0.269,3.194,0.0276
SEC_005,SUSPECT,3.375,2.843,3.788,0.346,3.976,2.71,1.265,9.53,0.1657
SEC_002,SUSPECT,3.039,2.256,3.515,0.187,3.54,2.606,0.934,8.837,0.1751
SEC_007,FUITE,2.884,1.828,3.086,0.624,3.824,1.884,1.94,17.222,0.3624
SEC_015,SUSPECT,2.674,1.96,3.344,0.225,3.081,2.315,0.766,6.73,0.1407
SEC_012,NORMAL,3.518,3.135,3.932,0.126,3.585,3.304,0.281,3.378,0.0443
SEC_014,NORMAL,3.386,3.061,3.958,0.141,3.541,3.184,0.357,3.893,0.0571
SEC_011,NORMAL,3.73,3.454,4.148,0.127,3.931,3.584,0.347,4.278,0.0795
SEC_014,NORMAL,3.677,3.149,4.14,0.091,3.787,3.577,0.21,3.048,0.0413
SEC_018,NORMAL,3.258,2.878,3.897,0.065,3.46,3.198,0.262,4.699,0.0627
SEC_019,NORMAL,3.376,2.949,3.895,0.056,3.642,3.25,0.391,3.97,0.049
SEC_014,NORMAL,3.345,3.019,3.87,0.056,3.445,3.402,0.043,4.083,0.0319
SEC_017,NORMAL,3.539,3.083,3.933,0.084,3.677,3.396,0.281,1.956,0.0283
SEC_019,NORMAL,3.31,2.829,3.928,0.052,3.478,3.228,0.25,2.848,0.0568
SEC_018,NORMAL,3.469,2.888,3.825,0.054,3.361,3.356,0.006,1.586,0.0554
SEC_005,NORMAL,3.385,2.842,3.817,0.112,3.555,3.243,0.312,5.049,0.0463
SEC_006,NORMAL,4.075,3.679,4.658,0.076,4.188,4.042,0.146,3.074,0.0192
SEC_017,NORMAL,3.705,3.398,4.194,0.084,3.84,3.64,0.199,3.117,0.0463
SEC_015,SUSPECT,3.623,2.99,4.234,0.296,4.251,3.104,1.147,8.241,0.1188
SEC_004,NORMAL,3.579,2.992,3.822,0.092,3.534,3.459,0.075,1.028,0.0464
SEC_019,NORMAL,3.721,3.125,4.136,0.071,3.812,3.472,0.34,3.086,0.0773
SEC_020,FUITE,3.225,1.854,3.652,0.499,4.072,2.334,1.737,17.98,0.4247
SEC_018,NORMAL,3.269,2.807,3.791,0.138,3.482,3.135,0.347,3.611,0.0431
SEC_005,NORMAL,3.249,2.842,3.672,0.115,3.336,3.156,0.181,5.31,0.0159
SEC_011,NORMAL,3.562,3.276,4.009,0.148,3.592,3.584,0.008,4.508,0.0277
SEC_011,NORMAL,4.02,3.449,4.354,0.077,4.088,3.966,0.122,3.424,0.0599
SEC_010,SUSPECT,3.183,2.192,3.626,0.158,3.613,2.571,1.043,6.192,0.1404
SEC_020,SUSPECT,3.167,2.293,3.451,0.348,3.719,2.535,1.185,6.755,0.1756
SEC_012,NORMAL,3.634,3.063,3.988,0.104,3.635,3.574,0.062,2.055,0.0617
SEC_014,NORMAL,3.436,3.069,4.032,0.055,3.459,3.457,0.002,3.858,0.0392
SEC_008,NORMAL,3.188,2.607,3.503,0.121,3.232,3.156,0.076,3.575,0.0277
SEC_001,NORMAL,3.377,3.026,3.861,0.099,3.528,3.179,0.349,4.397,0.0506
SEC_018,FUITE,2.261,0.833,2.804,0.531,3.703,0.724,2.979,24.429,0.303
SEC_008,NORMAL,3.55,3.044,4.021,0.099,3.706,3.474,0.231,4.371,0.0175
SEC_004,SUSPECT,2.924,2.244,3.352,0.305,3.328,2.506,0.821,7.243,0.1248
SEC_001,NORMAL,3.564,3.227,3.916,0.068,3.569,3.517,0.052,4.233,0.0543
SEC_009,NORMAL,3.373,2.972,3.998,0.107,3.463,3.364,0.098,3.353,0.0667
SEC_008,NORMAL,3.66,3.325,4.276,0.099,3.718,3.649,0.069,2.18,0.0211
SEC_011,NORMAL,3.557,3.033,4.09,0.129,3.628,3.533,0.095,2.397,0.0757
SEC_006,NORMAL,3.33,2.79,3.74,0.095,3.463,3.222,0.24,2.711,0.0647
SEC_013,FUITE,3.041,1.546,3.447,0.525,4.181,1.815,2.366,11.875,0.4021
SEC_007,NORMAL,3.332,2.828,3.964,0.118,3.509,3.318,0.19,5.888,0.061
SEC_006,NORMAL,3.813,3.233,4.07,0.103,3.838,3.448,0.39,5.908,0.0213
SEC_002,NORMAL,3.39,2.952,3.964,0.112,3.559,3.223,0.336,3.796,0.0246
SEC_016,NORMAL,3.614,3.364,4.248,0.127,3.716,3.618,0.098,0.804,0.0694
SEC_010,NORMAL,3.828,3.259,4.236,0.13,3.832,3.592,0.24,4.297,0.0313
SEC_017,NORMAL,3.474,3.019,3.831,0.056,3.664,3.358,0.307,4.824,0.0717
SEC_017,NORMAL,3.394,2.915,3.9,0.094,3.508,3.249,0.259,4.024,0.0534
SEC_006,FUITE,2.596,1.384,3.128,0.55,4.05,1.122,2.928,22.533,0.1916
SEC_006,NORMAL,3.378,3.004,3.819,0.083,3.353,3.317,0.036,4.044,0.0435
SEC_001,NORMAL,3.809,3.294,4.072,0.099,3.776,3.692,0.085,2.731,0.0481
SEC_014,FUITE,2.586,1.72,2.876,0.489,4.305,0.862,3.443,11.73,0.4387
SEC_009,NORMAL,3.139,2.816,3.565,0.075,3.252,3.115,0.137,3.905,0.0234
SEC_012,NORMAL,3.339,2.9,3.825,0.132,3.448,3.284,0.164,5.888,0.0431
SEC_006,NORMAL,3.543,3.185,3.89,0.106,3.609,3.371,0.237,4.366,0.0447
SEC_004,NORMAL,3.357,2.727,3.729,0.071,3.494,3.114,0.38,2.304,0.0328
SEC_015,SUSPECT,2.938,2.417,3.353,0.228,3.465,2.503,0.962,9.307,0.1674
SEC_008,NORMAL,3.407,2.998,3.761,0.052,3.394,3.235,0.159,2.894,0.06
SEC_015,NORMAL,3.148,2.837,3.688,0.146,3.306,3.128,0.178,4.757,0.0626
SEC_016,NORMAL,3.623,3.099,4.111,0.079,3.831,3.556,0.275,3.03,0.0421
SEC_007,NORMAL,3.277,2.744,3.777,0.104,3.313,3.203,0.11,5.207,0.0683
SEC_009,SUSPECT,3.113,2.504,3.724,0.202,3.371,2.894,0.477,8.129,0.1262
SEC_020,NORMAL,3.552,3.193,3.94,0.051,3.595,3.454,0.141,1.881,0.0747
SEC_010,NORMAL,3.404,3.103,3.936,0.072,3.575,3.251,0.324,5.364,0.015
SEC_005,SUSPECT,3.411,2.888,4.115,0.169,4.019,2.893,1.125,7.052,0.155
SEC_004,NORMAL,3.237,2.65,3.629,0.087,3.439,3.059,0.38,2.721,0.0166
SEC_008,NORMAL,3.526,2.951,3.953,0.053,3.629,3.387,0.242,1.581,0.0659
SEC_017,NORMAL,3.561,3.142,4.051,0.067,3.733,3.422,0.311,2.135,0.0469
SEC_010,NORMAL,3.935,3.495,4.41,0.065,4.026,3.767,0.259,1.879,0.0625
SEC_008,SUSPECT,2.933,1.959,3.323,0.2,3.277,2.59,0.687,8.599,0.0918
SEC_005,NORMAL,3.347,3.018,3.966,0.051,3.439,3.319,0.12,5.0,0.0656
SEC_011,NORMAL,3.402,2.942,3.954,0.117,3.628,3.374,0.253,1.839,0.0728
SEC_008,NORMAL,3.35,2.996,3.952,0.091,3.471,3.331,0.139,4.554,0.0168
SEC_006,NORMAL,3.16,2.835,3.796,0.128,3.276,3.147,0.128,2.903,0.0279
SEC_008,SUSPECT,2.864,2.091,3.281,0.232,3.103,2.585,0.517,9.689,0.1455
SEC_009,NORMAL,3.511,3.105,4.107,0.139,3.677,3.416,0.26,3.258,0.0698
SEC_020,NORMAL,3.794,3.404,4.17,0.148,3.877,3.592,0.285,3.293,0.07
SEC_004,SUSPECT,3.015,2.253,3.341,0.271,3.729,2.284,1.444,7.848,0.0908
SEC_016,NORMAL,3.367,2.895,3.792,0.133,3.406,3.244,0.162,5.409,0.0157
SEC_003,SUSPECT,2.947,2.041,3.305,0.161,3.325,2.612,0.713,9.591,0.088
SEC_016,NORMAL,3.393,3.028,4.027,0.063,3.681,3.298,0.382,4.428,0.0568
SEC_009,NORMAL,3.613,2.995,3.851,0.091,3.658,3.322,0.337,2.117,0.0104
SEC_014,NORMAL,3.484,3.129,3.875,0.091,3.519,3.476,0.043,5.12,0.0664
SEC_007,NORMAL,3.889,3.48,4.25,0.109,4.025,3.682,0.343,3.325,0.0102
SEC_011,FUITE,2.673,1.621,3.185,0.451,3.535,1.873,1.662,23.467,0.4119
SEC_018,NORMAL,3.55,3.185,4.111,0.124,3.716,3.358,0.359,5.486,0.0365
SEC_017,FUITE,2.753,1.692,3.24,0.683,4.01,1.614,2.396,24.302,0.3789
SEC_012,NORMAL,3.889,3.272,4.336,0.08,3.876,3.79,0.086,1.66,0.013
SEC_009,NORMAL,3.747,3.254,4.306,0.126,3.881,3.58,0.301,3.707,0.0724
SEC_011,FUITE,3.746,2.562,4.191,0.639,5.348,2.094,3.254,20.201,0.2764
SEC_010,NORMAL,3.402,3.063,3.903,0.121,3.398,3.385,0.014,4.797,0.0426
SEC_019,NORMAL,3.51,3.114,4.068,0.123,3.65,3.331,0.32,6.16,0.0526
SEC_020,NORMAL,3.098,2.593,3.579,0.099,3.272,2.963,0.309,1.494,0.0637
SEC_001,FUITE,3.368,1.972,3.9,0.425,4.842,1.907,2.935,21.211,0.204
SEC_006,NORMAL,3.127,2.786,3.554,0.147,3.282,2.897,0.385,2.973,0.0657
SEC_012,NORMAL,3.653,3.2,4.172,0.094,3.742,3.54,0.203,2.798,0.0408
SEC_017,FUITE,2.254,0.864,2.665,0.492,3.807,0.906,2.9,22.494,0.3775
SEC_006,NORMAL,3.533,3.138,4.034,0.091,3.721,3.467,0.254,1.035,0.0728
SEC_012,NORMAL,3.722,3.216,4.239,0.053,3.965,3.609,0.356,4.518,0.055
SEC_011,NORMAL,3.431,2.88,3.956,0.118,3.562,3.337,0.225,2.419,0.0317
SEC_012,NORMAL,3.651,3.137,3.977,0.066,3.771,3.475,0.296,3.43,0.0268
SEC_003,SUSPECT,3.176,2.409,3.486,0.216,3.645,2.658,0.987,6.477,0.1009
SEC_012,SUSPECT,3.16,2.264,3.788,0.27,3.863,2.388,1.475,8.683,0.0831
SEC_008,NORMAL,3.742,3.245,4.319,0.074,3.876,3.661,0.214,5.54,0.058
SEC_008,NORMAL,3.621,3.23,4.129,0.083,3.744,3.549,0.195,5.818,0.0259
SEC_006,SUSPECT,3.15,2.316,3.736,0.196,3.385,2.958,0.427,7.067,0.0942
SEC_018,NORMAL,3.351,2.929,3.867,0.09,3.509,3.203,0.306,5.994,0.0389
SEC_017,SUSPECT,3.147,2.284,3.533,0.317,3.523,2.508,1.014,6.142,0.1261
SEC_019,SUSPECT,2.828,1.897,3.576,0.343,3.274,2.491,0.783,7.433,0.1396
SEC_008,NORMAL,3.626,3.161,4.247,0.077,3.74,3.618,0.121,4.249,0.0407
SEC_016,NORMAL,3.313,2.76,3.833,0.064,3.365,3.245,0.12,2.144,0.0523
SEC_020,FUITE,2.184,1.339,2.617,0.635,3.144,1.2,1.945,10.751,0.3461
SEC_002,NORMAL,3.482,3.136,3.96,0.063,3.628,3.362,0.266,2.201,0.0403
SEC_008,NORMAL,3.374,2.869,3.786,0.096,3.54,3.16,0.381,5.678,0.0646
SEC_002,FUITE,2.122,0.821,2.673,0.695,2.922,1.285,1.637,22.408,0.2507
SEC_008,NORMAL,3.072,2.62,3.589,0.109,3.222,2.925,0.297,6.012,0.0696
SEC_003,NORMAL,3.619,3.067,3.869,0.122,3.6,3.526,0.074,5.916,0.0383
SEC_007,SUSPECT,2.948,2.29,3.373,0.268,3.599,2.353,1.246,8.197,0.1558
SEC_016,NORMAL,3.403,3.045,3.784,0.108,3.44,3.414,0.026,3.277,0.0195
SEC_018,NORMAL,3.629,3.246,4.075,0.093,3.781,3.479,0.302,4.056,0.0582
SEC_019,NORMAL,3.87,3.347,4.503,0.063,4.059,3.765,0.293,2.705,0.0414
SEC_004,SUSPECT,2.989,2.371,3.636,0.276,3.488,2.55,0.938,9.638,0.1645
SEC_007,NORMAL,3.215,2.67,3.502,0.077,3.331,3.026,0.305,2.762,0.0412
SEC_004,NORMAL,3.828,3.248,4.328,0.095,3.903,3.771,0.132,5.329,0.0191
SEC_016,FUITE,2.272,0.842,2.782,0.595,3.198,1.25,1.948,16.574,0.3107
SEC_018,NORMAL,3.52,3.16,3.917,0.112,3.495,3.485,0.01,2.913,0.079
SEC_001,NORMAL,3.507,3.036,3.906,0.084,3.677,3.408,0.269,1.686,0.0193
SEC_020,NORMAL,3.388,2.959,3.763,0.149,3.541,3.228,0.313,3.645,0.0181
SEC_004,NORMAL,3.203,2.862,3.823,0.126,3.383,3.19,0.193,6.312,0.0306
SEC_019,NORMAL,3.959,3.396,4.301,0.077,4.098,3.699,0.4,2.588,0.0719
SEC_014,FUITE,2.674,1.784,3.132,0.63,3.616,2.109,1.507,24.329,0.2776
SEC_005,FUITE,2.399,1.107,2.809,0.659,3.074,1.538,1.536,13.405,0.1988
SEC_012,NORMAL,3.536,3.091,4.078,0.085,3.6,3.51,0.09,2.585,0.0552
SEC_007,SUSPECT,2.541,1.527,3.019,0.246,2.947,2.052,0.896,7.875,0.1309
SEC_014,SUSPECT,2.649,1.974,2.992,0.218,3.112,2.173,0.939,7.174,0.1136
SEC_001,NORMAL,3.318,3.018,3.73,0.06,3.495,3.193,0.302,2.505,0.0411
SEC_018,NORMAL,3.394,3.038,3.864,0.1,3.496,3.486,0.009,3.037,0.0618
SEC_008,NORMAL,3.405,2.882,3.876,0.14,3.489,3.354,0.134,2.346,0.0711
SEC_016,NORMAL,3.419,3.088,3.753,0.12,3.605,3.249,0.357,4.239,0.0756
SEC_010,NORMAL,3.546,3.226,4.113,0.147,3.543,3.533,0.01,4.594,0.0325
SEC_004,SUSPECT,3.607,2.719,3.924,0.242,3.864,3.159,0.705,7.987,0.125
SEC_013,SUSPECT,3.367,2.397,3.65,0.175,3.993,2.688,1.305,7.319,0.1686
SEC_018,SUSPECT,3.324,2.441,4.115,0.165,3.712,3.12,0.592,9.123,0.1409
SEC_012,NORMAL,3.243,2.924,3.824,0.139,3.498,3.132,0.366,1.543,0.0131
SEC_017,NORMAL,3.354,2.821,3.701,0.139,3.405,3.326,0.079,4.632,0.0298
SEC_012,SUSPECT,3.168,2.648,3.538,0.185,3.528,2.814,0.714,9.438,0.1685
SEC_012,NORMAL,3.523,3.186,3.884,0.116,3.574,3.441,0.133,3.627,0.0516
SEC_011,NORMAL,3.788,3.395,4.125,0.09,3.804,3.774,0.03,4.814,0.0277
SEC_010,NORMAL,3.613,3.039,4.12,0.076,3.575,3.523,0.052,3.296,0.0385
SEC_020,NORMAL,3.648,3.277,4.264,0.121,3.727,3.61,0.117,2.731,0.0407
SEC_015,NORMAL,3.392,2.988,3.86,0.103,3.579,3.236,0.343,4.812,0.0251
SEC_006,FUITE,2.72,1.409,3.036,0.583,3.481,1.832,1.649,22.546,0.4145
SEC_015,FUITE,3.077,2.137,3.29,0.784,3.975,2.172,1.802,10.163,0.4146
SEC_013,NORMAL,3.378,2.721,3.756,0.121,3.428,3.137,0.291,4.047,0.071
SEC_013,SUSPECT,3.503,2.623,4.158,0.267,3.907,3.012,0.895,8.822,0.0868
SEC_008,NORMAL,3.667,3.376,4.001,0.149,3.89,3.493,0.398,1.384,0.0608
SEC_002,NORMAL,3.702,3.163,4.092,0.107,3.754,3.717,0.037,3.057,0.0511
SEC_008,FUITE,2.557,1.264,3.172,0.424,3.396,1.812,1.584,16.834,0.3963
SEC_007,NORMAL,3.438,2.946,3.812,0.06,3.527,3.281,0.246,3.076,0.0399
SEC_006,NORMAL,3.522,2.99,3.986,0.147,3.575,3.46,0.115,5.135,0.0717
SEC_011,SUSPECT,3.198,2.624,3.521,0.153,3.834,2.544,1.29,9.768,0.1589
SEC_020,NORMAL,3.432,3.12,4.032,0.097,3.56,3.372,0.187,1.039,0.0269
SEC_020,NORMAL,3.363,2.997,3.855,0.05,3.53,3.243,0.287,2.048,0.0271
SEC_015,NORMAL,3.336,2.864,3.776,0.056,3.467,3.149,0.318,2.484,0.0422
SEC_011,FUITE,2.269,1.081,2.386,0.666,3.688,0.675,3.013,21.75,0.309
SEC_005,FUITE,2.754,1.809,3.318,0.762,4.52,1.042,3.478,23.303,0.4494
SEC_004,NORMAL,3.514,2.907,3.975,0.082,3.602,3.259,0.343,3.79,0.0463
SEC_016,SUSPECT,3.697,3.015,4.029,0.254,4.241,3.066,1.175,9.312,0.1716
SEC_020,SUSPECT,2.688,2.208,3.31,0.26,3.33,2.136,1.194,10.061,0.0932
SEC_005,NORMAL,3.562,3.215,4.033,0.12,3.628,3.484,0.144,1.279,0.021
SEC_012,FUITE,2.371,1.157,2.656,0.688,3.238,1.548,1.69,14.763,0.2845
SEC_005,SUSPECT,3.457,2.648,3.895,0.312,3.999,2.869,1.13,6.584,0.0903
SEC_003,NORMAL,3.461,3.051,3.956,0.144,3.487,3.36,0.127,4.506,0.0156
SEC_015,FUITE,2.502,1.146,2.811,0.587,4.063,0.979,3.083,11.906,0.4305
SEC_009,NORMAL,3.447,2.837,3.861,0.057,3.509,3.349,0.16,3.383,0.0698
SEC_003,NORMAL,3.952,3.603,4.306,0.146,3.924,3.912,0.012,6.024,0.0252
SEC_002,NORMAL,3.481,2.778,3.879,0.129,3.381,3.371,0.01,3.939,0.0611
SEC_008,NORMAL,3.457,2.905,3.88,0.115,3.6,3.297,0.303,4.44,0.0457
SEC_005,NORMAL,3.445,2.967,4.05,0.053,3.593,3.323,0.27,2.967,0.0493
SEC_007,FUITE,2.31,1.401,2.723,0.532,3.843,0.592,3.251,13.198,0.3279
SEC_018,NORMAL,3.442,3.082,4.002,0.075,3.629,3.33,0.298,4.056,0.0641
SEC_011,FUITE,2.9,1.374,3.378,0.684,4.269,1.45,2.819,15.963,0.2507
SEC_004,SUSPECT,3.239,2.294,3.636,0.341,3.867,2.617,1.251,10.1,0.1507
SEC_010,SUSPECT,2.865,1.887,3.305,0.302,3.266,2.482,0.784,7.917,0.1395
SEC_005,NORMAL,3.591,3.071,3.991,0.113,3.685,3.558,0.127,1.913,0.0715
SEC_010,FUITE,2.577,1.776,2.802,0.652,3.521,1.671,1.85,16.938,0.3551
SEC_017,NORMAL,3.414,2.907,3.803,0.082,3.486,3.279,0.208,5.051,0.0687
SEC_016,FUITE,2.988,1.58,3.211,0.689,4.299,1.692,2.607,15.453,0.2786
SEC_001,NORMAL,3.598,3.103,4.098,0.105,3.697,3.531,0.165,0.523,0.06
SEC_007,NORMAL,3.627,3.013,4.141,0.076,3.598,3.576,0.021,5.815,0.0696
SEC_011,NORMAL,3.439,2.949,3.829,0.126,3.437,3.41,0.027,1.239,0.0729
SEC_003,NORMAL,3.183,2.728,3.696,0.136,3.329,3.133,0.197,1.49,0.0103
SEC_006,NORMAL,3.795,3.418,4.284,0.099,3.866,3.732,0.134,1.37,0.0485
SEC_004,SUSPECT,2.65,2.131,3.3,0.33,3.041,2.274,0.767,9.902,0.0903
SEC_008,SUSPECT,2.781,1.965,3.433,0.225,2.955,2.546,0.409,8.381,0.1123
SEC_003,NORMAL,3.644,3.152,3.971,0.128,3.709,3.561,0.149,1.313,0.0354
SEC_011,NORMAL,3.523,2.999,4.011,0.112,3.707,3.329,0.378,4.641,0.0251
SEC_014,NORMAL,3.722,3.218,4.163,0.093,3.677,3.513,0.164,5.874,0.0429
SEC_019,FUITE,2.191,0.82,2.573,0.489,3.281,1.203,2.078,17.571,0.4471
SEC_008,SUSPECT,2.898,2.347,3.313,0.326,3.524,2.182,1.343,7.474,0.1262
SEC_018,NORMAL,3.255,2.878,3.72,0.129,3.393,3.079,0.313,1.527,0.0738
SEC_001,NORMAL,3.549,3.173,3.973,0.1,3.729,3.412,0.317,2.369,0.0562
SEC_001,NORMAL,3.557,3.248,4.155,0.135,3.662,3.561,0.101,2.479,0.0476
SEC_008,SUSPECT,3.205,2.473,3.581,0.236,3.56,2.883,0.677,7.692,0.0878
SEC_008,FUITE,2.028,0.778,2.222,0.771,3.634,0.397,3.237,22.857,0.3672
SEC_015,NORMAL,3.564,2.957,3.922,0.096,3.585,3.503,0.082,4.828,0.0416
SEC_010,FUITE,2.371,0.996,2.728,0.62,3.223,1.411,1.813,17.563,0.2422
SEC_004,NORMAL,3.345,3.043,3.849,0.069,3.495,3.265,0.231,3.98,0.0184
SEC_012,NORMAL,3.804,3.346,4.289,0.087,3.981,3.59,0.391,3.125,0.0205
SEC_001,NORMAL,3.699,3.324,4.056,0.136,3.882,3.621,0.261,1.509,0.0144
SEC_012,NORMAL,3.352,3.051,3.689,0.133,3.51,3.264,0.246,5.601,0.0262
SEC_018,NORMAL,3.512,3.032,3.908,0.129,3.594,3.407,0.187,3.716,0.0654
SEC_014,NORMAL,3.572,3.239,3.946,0.149,3.76,3.449,0.311,3.129,0.0271
SEC_018,SUSPECT,3.34,2.689,4.035,0.259,3.837,2.996,0.841,7.281,0.0857
SEC_002,NORMAL,3.369,2.793,3.696,0.089,3.347,3.322,0.026,1.874,0.0655
SEC_020,FUITE,2.373,0.981,2.553,0.645,3.638,1.054,2.584,21.161,0.4068
SEC_016,FUITE,2.634,1.718,3.035,0.441,4.243,1.015,3.228,14.724,0.4472
SEC_016,FUITE,3.059,1.803,3.418,0.541,4.41,1.702,2.708,10.745,0.4074
SEC_015,NORMAL,3.559,3.207,4.026,0.083,3.678,3.452,0.226,3.114,0.0377
SEC_006,NORMAL,3.63,3.092,4.097,0.06,3.772,3.529,0.242,4.185,0.055
SEC_020,NORMAL,3.909,3.518,4.396,0.114,4.069,3.716,0.353,3.861,0.0645
SEC_020,FUITE,2.827,1.642,3.223,0.478,4.476,1.175,3.301,11.371,0.3581
SEC_009,NORMAL,3.487,2.979,4.104,0.06,3.564,3.5,0.064,1.486,0.0367
SEC_014,SUSPECT,2.883,2.218,3.382,0.34,3.506,2.318,1.189,10.066,0.1439
SEC_001,NORMAL,2.902,2.436,3.564,0.089,3.168,2.84,0.328,3.16,0.0523
SEC_008,SUSPECT,3.306,2.474,3.912,0.291,4.005,2.52,1.485,8.492,0.1626
SEC_009,FUITE,2.197,0.93,2.643,0.458,3.356,1.138,2.218,24.253,0.3353
SEC_010,SUSPECT,3.134,2.353,3.798,0.312,3.619,2.766,0.853,8.892,0.1204
SEC_018,NORMAL,3.606,2.996,4.105,0.057,3.561,3.542,0.019,1.309,0.0759
SEC_015,SUSPECT,3.368,2.62,3.782,0.203,3.875,2.811,1.064,8.869,0.1455
SEC_010,NORMAL,3.531,3.082,3.943,0.106,3.674,3.522,0.152,5.185,0.0562
SEC_015,NORMAL,3.529,3.083,3.939,0.071,3.539,3.33,0.209,5.157,0.0548
SEC_010,NORMAL,3.66,3.277,4.065,0.112,3.648,3.588,0.06,5.439,0.0755
SEC_010,NORMAL,3.39,2.853,3.758,0.129,3.485,3.188,0.297,2.963,0.0135
SEC_015,NORMAL,3.514,2.954,4.097,0.121,3.536,3.513,0.023,3.937,0.0159
SEC_003,NORMAL,3.623,3.074,4.047,0.072,3.607,3.476,0.131,2.236,0.0374
SEC_003,NORMAL,3.823,3.408,4.111,0.087,3.914,3.696,0.218,3.6,0.0166
SEC_001,NORMAL,3.44,2.922,3.849,0.055,3.616,3.353,0.263,5.052,0.0361
SEC_019,NORMAL,3.117,2.695,3.59,0.078,3.238,2.849,0.39,2.828,0.0317
SEC_006,NORMAL,3.788,3.411,4.116,0.069,3.812,3.733,0.079,4.395,0.053
SEC_004,NORMAL,3.768,3.22,4.162,0.12,3.899,3.727,0.172,4.39,0.0465
SEC_013,FUITE,3.494,2.317,3.731,0.721,4.739,2.277,2.462,20.147,0.2974
SEC_006,NORMAL,3.82,3.231,4.183,0.111,3.849,3.809,0.04,2.974,0.0455
SEC_006,NORMAL,3.481,2.944,3.883,0.065,3.634,3.414,0.22,1.641,0.0528
SEC_012,NORMAL,3.17,2.904,3.643,0.08,3.393,3.13,0.263,5.662,0.038
SEC_009,FUITE,3.018,1.812,3.362,0.704,4.24,1.654,2.586,24.341,0.2215
SEC_007,FUITE,1.693,0.724,2.01,0.444,3.226,0.126,3.101,19.375,0.3064
SEC_019,NORMAL,3.619,3.066,4.043,0.135,3.695,3.535,0.16,4.44,0.0472
SEC_001,NORMAL,3.512,2.958,4.026,0.112,3.618,3.351,0.267,3.544,0.0244
SEC_002,NORMAL,4.164,3.753,4.551,0.077,4.099,4.067,0.032,4.556,0.0199
SEC_016,NORMAL,3.448,3.115,3.809,0.137,3.674,3.319,0.355,1.491,0.072
SEC_008,FUITE,3.328,1.858,3.652,0.599,4.97,1.535,3.435,24.49,0.2115
SEC_006,FUITE,3.007,1.858,3.143,0.67,4.607,1.27,3.336,13.617,0.3456
SEC_017,NORMAL,3.292,2.827,3.81,0.132,3.449,3.235,0.213,2.396,0.0561
SEC_015,SUSPECT,2.821,2.195,3.331,0.172,3.446,2.133,1.312,8.616,0.1375
SEC_007,SUSPECT,2.52,2.042,2.855,0.345,3.235,1.853,1.382,7.524,0.1798
SEC_014,NORMAL,3.893,3.235,4.134,0.147,3.972,3.619,0.353,6.147,0.018
SEC_001,NORMAL,3.707,3.349,4.102,0.055,3.727,3.61,0.117,5.524,0.022
SEC_015,NORMAL,3.621,3.2,3.857,0.133,3.569,3.524,0.045,5.6,0.0754
SEC_009,FUITE,2.626,1.33,3.205,0.358,4.31,0.915,3.395,15.145,0.1827
SEC_003,SUSPECT,3.421,2.467,4.082,0.258,3.828,2.973,0.856,10.071,0.1382
SEC_012,NORMAL,3.829,3.445,4.277,0.138,3.91,3.865,0.045,4.142,0.0282
SEC_003,NORMAL,3.868,3.358,4.338,0.133,3.996,3.825,0.171,3.884,0.0768
SEC_018,NORMAL,3.668,3.197,3.938,0.116,3.626,3.566,0.06,5.344,0.0496
SEC_007,NORMAL,3.228,2.775,3.677,0.067,3.176,3.114,0.062,4.473,0.0782
SEC_008,SUSPECT,2.9,1.899,3.425,0.231,3.549,2.2,1.349,7.044,0.1344
SEC_008,FUITE,2.163,1.15,2.778,0.568,3.642,0.738,2.904,13.161,0.1811
SEC_014,NORMAL,3.802,3.475,4.141,0.067,3.846,3.803,0.043,4.933,0.0798
SEC_004,NORMAL,3.639,3.066,4.19,0.087,3.719,3.493,0.226,4.978,0.0113
SEC_001,NORMAL,3.403,3.088,3.946,0.102,3.516,3.384,0.132,3.749,0.0771
SEC_007,NORMAL,3.492,3.134,3.821,0.142,3.612,3.273,0.339,3.182,0.0502
SEC_013,SUSPECT,3.495,2.476,4.032,0.197,3.907,3.0,0.907,8.808,0.1141
SEC_016,SUSPECT,3.041,2.277,3.388,0.333,3.326,2.771,0.554,8.05,0.1393
SEC_002,NORMAL,3.517,2.92,3.839,0.119,3.579,3.367,0.213,3.414,0.0371
SEC_019,NORMAL,3.59,3.258,4.103,0.137,3.871,3.499,0.372,2.669,0.0147
SEC_011,NORMAL,3.499,2.954,4.005,0.057,3.666,3.439,0.228,3.635,0.0695
SEC_017,NORMAL,3.404,2.93,3.827,0.073,3.61,3.393,0.217,2.255,0.0555
